Morphology: 
 
Verbs: 
singular, first, present, indicative: gghugh
oceanic: hngeh
octopus: mehnguvhnguhnguy
oddity: mehghehnguv
odyssey: mehsuzuysuz
off-limits: mehuzmuymeznguv
offline: mehuzvumugh
off-road: mehuzuhghey
offscreen: mehuzngughughzey
oftentimes: mehnguvzeyvumugh
oily: ev
old-time: mehghehnguvmez
Olympian: yuyvumzey
omega: mehughghey
omelet: mehughugh
omen: mehugh
oncoming: mehngughmezzey
one-man: mehughmezzey
one-sided: mehughuyghehgheh
onlooker: mehmuymehugh
onscreen: mehuyuhugh
onslaught: mehuygheyeynguv
ontological: mehnguvmuyeyngughmuy
op: ghuhng
open-air: mehughngusngus
opium: mehvummez
optimist: mehnguvmezuy
optimize: mehnguvmezuv
optimum: mehnguvmezmez
ordination: mehghehzeynguvmeh
oregano: mehughgheymeh
originality: mehvumvumgheyvumsuz
ornamental: mehzeymezzeyghey
orthopedic: mehnguvmehughvum
Oscar: wuzghey
oscillation: mehngughmuygheyvumzey
osteoporosis: mehnguvmehmehmehvum
otter: ehng
outcast: mehnguvgheynguv
outcry: mehnguvuh
outdated: mehnguvgheyugh
outdo: ves
outfielder: mehnguvvummuyugh
outgrow: mehnguvuhghus
outlay: mehnguvghey
outlive: mehnguvvumugh
outperform: mehnguvughuzuh
outsource: mehnguvmehuhugh
outstretch: mehnguvnguvughngugh
ovarian: mehgheyvumzey
ovation: mehgheyvumzey
overalls: mehughgheymuy
overarching: mehughgheyngughvumey
overcoat: mehughngughghey
overdo: mehughgheh
overdose: mehughghehuy
overestimate: mehughughnguvmeznguv
overgrow: mehugheymeh
overhang: mehughsehzey
overheat: mehughsehghey
overlay: mehughmuysuz
overrule: mehughuhmuy
overrun: mehughuhzey
overstate: mehughuygheyugh
over-the-counter: mehughghuv
overtone: mehughnguvzey
overture: mehughnguvuh
overwork: mehughghusuh
ow: meh
ox: mes
pail: hnguhngvum
painkiller: hnguhngvummehmuyugh
palate: hnguhngmuynguv
pallet: hnguhngmuyugh
palpable: hnguhngmuygheymuy
pamper: hnguhngmezugh
Panamanian: uv
pancreatic: hnguhngzeyuhgheyvum
panda: hnguhngzeyghey
pandemic: hnguhngzeyughvum
pane: ghuh
panelist: hnguhngzeymuyuy
pang: hnguhngzey
panorama: hnguhngzeyuhmez
pantie: hnguhngzeyvum
pantry: hnguhngzeyuh
pap: yew
paparazzo: hnguhnghnguhnguhuvmeh
parable: hev
paralysis: hnguhnguhmuyuyuy
paramedic: hnguhnguhmezghehngugh
paramilitary: hnguhnguhmezmuynguvuh
paraphrase: hnguhnguhhnguhnguhuy
parch: hnguhnguhseh
parchment: hnguhnguhsehughnguv
pare: ngugh
Parisian: zuwzuw
parity: ngev
parka: hnguhnguhghey
Parmesan: ngehng
parochial: ngus
partake: hnguhnguhgheyugh
participatory: hnguhnguhvumvumgheymehsuz
particulate: hnguhnguhvumugheyugh
partisanship: hnguhnguhvumgheyuyvum
passageway: hnguhnguygheyughghey
passer: ghev
passerby: hnguhnguyughwum
pastime: hnguhnguyvumugh
patchwork: hnguhngnguvsehmehmeh
paternal: ehng
pathological: hnguhngnguvmehmehvumghey
pathologist: hnguhngnguvmehmehvumnguv
patriarch: hnguhngnguvvumuhseh
patriarchal: hnguhngnguvvumuhsehmuy
patronize: hnguhngnguvmehvumugh
payer: yuv
payout: hnguhngsuzu
P.E.: hew
peacekeeper: hnguhnggheyughughhnguhnguh
peat: hnguhngghey
peck: nguv
pedagogical: hnguhnggheheyeyngughmuy
pedagogy: hnguhnggheheyey
peddle: hnguhngghehmuy
pedestal: hnguhngghehuyghey
pedigree: hnguhnggheheyugh
peep: suz
pellet: hnguhngmuyugh
pelt: hnguhngmuy
pelvic: hnguhngmuyvum
pelvis: hnguhngmuyvum
penal: hnguhngzeymuy
penalize: hnguhngzeymuyuv
penchant: hnguhngzeysehzey
pendant: hnguhngzeygheynguv
pendulum: hnguhngzeyuu
penetration: hnguhngzeynguvgheyvumzey
penguin: hnguhngzeyuzey
pennant: hnguhngzeygheynguv
pentagon: hnguhngzeygheymeh
penthouse: hnguhngzeysehuugh
pep: uw
peptide: hnguhnghnguhngvumugh
percentile: hnguhnguhughnguvmuy
perceptive: hnguhnguhughnguvksum
percussion: hnguhnguhuuymeh
peregrine: hnguhnguheyvumugh
perestroika: hnguhnguhuyuhvumghey
perfectionism: hnguhnguhughnguvmehvummez
perilous: hnguhnguhmuyu
permanence: hnguhnguhgheyughngugh
permissible: yuv
perpendicular: hnguhnguhughghehngughmuyuh
perpetrate: hnguhnguhughuhnguv
persecute: hnguhnguhughuugh
perseverance: hnguhnguhughughgheyngugh
persevere: hnguhnguhughughugh
personify: hnguhnguhmehvumsuz
perspiration: hnguhnguhhnguhnguhnguvmeh
Peruvian: thuh
pervade: hnguhnguhgheyugh
pervert: hnguhnguhughnguv
pessimism: hnguhnguyvumvummez
pesto: hnguhnguymeh
petite: wugh
petrify: hnguhngnguvvumsuz
pharaoh: hnguhnggheygheyseh
pharmacist: hnguhnggheymezngughuy
pheasant: hnguhngughuyzey
philanthropist: hnguhngvumgheynguvuhhnguhnguy
philanthropy: hnguhngvumgheynguvuhhnguhng
philharmonic: hnguhngvumsehuhmehvum
Philippine: muhvumugh
phonological: hnguhngmehmehmehvumghey
phosphate: hnguhngmehhnguhnggheyugh
phosphorus: hnguhngmehhnguhngmehu
photocopy: hnguhngmehmehmehsuz
photon: hnguhngmehmeh
physiology: hnguhngsuzvummuyey
physique: hnguhngsuzvumu
picturesque: hnguhngngughuughhuz
piety: nguz
pimp: hnguhngmez
pinnacle: hnguhngzeygheymuy
pious: heh
piracy: ew
pitfall: hnguhngnguvgheymuy
pitiful: hnguhngnguvuzmuy
pivot: hnguhngksumnguv
placid: hnguhnggheyvum
plaid: hnguhnggheygheh
planter: hnguhnggheynguvuh
platelet: hnguhnggheyughugh
playboy: hnguhnggheywumsuz
playhouse: hnguhnggheysehuugh
pleasurable: hnguhngughuyuhwumugh
pleat: hnguhngughnguv
plethora: hnguhngughsehuh
plod: hnguhngmeh
plop: hnguhngmeh
ploy: uhng
plumber: hnguhnguwumuh
plunder: hnguhngughehuh
plural: suw
pluralistic: hnguhngugheyvumnguvngugh
plurality: hnguhngugheyvumsuz
plush: hnguhnguseh
plutonium: hnguhngumehvummez
ply: ugh
pocketbook: hnguhngngughughwummeh
polarization: hnguhngmuyuhuvnguvmeh
polio: hnguhngmuymeh
politicize: hngus
polity: hnguhngmuynguv
pollster: hnguhngmuyuyugh
polyester: hnguhngmuyughnguvuh
polygraph: hnguhngmuyeygheyseh
polytechnic: hnguhngmuynguvngughzeyngugh
pompous: hnguhngmezmehuy
ponytail: hnguhngzeynguvvum
poppy: meng
populace: hnguhnghnguhngmuyngugh
popularize: hnguhnghnguhngmuyuhuv
populous: hnguhnghnguhngmuyu
pornographic: hnguhnguhmehuhhnguhngvum
porous: bngem
porter: mew
posh: hnguhnguy
posse: hnguhnguyugh
possessive: hnguhnguyughuyksum
postage: hnguhnguygheyugh
posterior: hnguhnguyughvumuh
postgraduate: hnguhnguyeygheyunguv
posthumous: hnguhnguysehmezu
postmodernism: hnguhnguymezghehuhvummez
postoperative: hnguhnguymehughgheyvumugh
postpartum: hnguhnguyhnguhnguhu
postulate: hnguhnguyugheyugh
potassium: hnguhngnguvuyvummez
potency: hnguhngnguvzeysuz
pothole: hnguhngnguvmehugh
potion: hnguhngnguvmeh
potter: hnguhngnguvugh
pounce: hnguhngungugh
pout: hnguhngu
powerhouse: hnguhngghusuhmehuy
practicality: hnguhnggheynguvngughmuynguv
pragmatism: hnguhnggheymeznguvuy
prank: hnguhnggheymeh
precedence: hnguhngughughughngugh
precept: hnguhngughughnguv
precipitation: hnguhngughvumvumgheyvumzey
precipitous: hnguhngughvumvummehuy
precondition: hnguhngughmehghehnguvmeh
predate: hnguhngughgheyugh
predatory: hnguhngughgheymehsuz
predetermine: hnguhngughughughmezzey
predicate: hnguhngughvumgheyugh
predispose: hnguhngughvumhnguhnguy
predominate: hnguhngughmehvumgheyugh
preeminent: hnguhngughmezzeyzey
preempt: ngey
preemptive: hnguhngughmeznguvksum
preexist: hnguhngughGzuzGzuz
preface: hnguhngughgheyugh
preferential: hnguhngughughughnguvghey
prehistoric: hnguhngughvumnguvuhngugh
prelude: hnguhngughuugh
premonition: hnguhngughmehvumvumzey
prenatal: hnguhngughgheyghey
preparatory: hnguhngughgheygheymehsuz
preposterous: hnguhngughmehnguvuhu
prerogative: hnguhngughmehgheyvumugh
preschooler: hnguhngughngughmehmuyuh
present-day: hnguhngughughnguvghehsuz
presenter: hnguhngughughnguvuh
presuppose: hnguhngughuhnguhnguy
pretax: hnguhngughghey
pretension: hnguhngughughuymeh
pretest: hnguhngughughnguv
pretext: hnguhngughughnguv
prewar: hnguhngughghey
prickly: hnguhngvummehsuz
priesthood: hnguhngvumuysehmeh
primacy: hnguhngvumgheysuz
primal: hnguhngvumghey
primate: hnguhngvumgheyugh
primer: hnguhngvumugh
primordial: hnguhngvummehghehghey
printout: hnguhngvumnguvu
prioritize: hnguhngvumuhnguvuv
prism: hnguhngvummez
privatize: hnguhngvumgheyvumugh
privy: hnguhngvumsuz
prizewinning: hnguhngvumughvumzeyzey
proclamation: hnguhngmehmuymeznguvmeh
procure: hnguhngmehuugh
procurement: hnguhngmehuughughnguv
prodigious: hnguhngmehvumvumu
prodigy: hnguhngmehvumsuz
professionalism: hnguhngmehughuymehgheyvummez
proffer: hnguhngmehuzuh
proficient: hnguhngmehvumvumzey
prognosis: hnguhngmehzeyuyuy
prohibitive: hnguhngmehvumvumvumugh
projector: hnguhngmehughnguvuh
pro-life: hnguhngmehmuyuz
proliferate: hnguhngmehvumughgheyugh
prolific: hnguhngmehvumvum
prologue: hnguhngmehmehu
promenade: hnguhngmehughgheyugh
promulgate: hnguhngmehueynguv
pronoun: hnguhngmehmehzey
pronouncement: hnguhngmehmehzeyughughnguv
pronunciation: hnguhngmehungughgheyvumzey
propagate: hnguhngmehgheygheyugh
propagation: hnguhngmehgheygheyvumzey
propeller: hnguhngmehughmuyuh
propensity: hnguhngmehughuynguv
prophetic: hnguhngmehsehnguvngugh
proportionate: yeh
propriety: ey
propulsion: hnguhngmehuuymeh
prosthesis: hnguhngmehnguvughvum
prosthetic: hnguhngmehnguvughvum
proton: hnguhngmehmeh
protract: hegh
protrude: hnguhngmehuhgheh
proverb: hnguhngmehughwum
proverbial: hnguhngmehughwumghey
provocation: hnguhngmehmehgheyvumzey
prowess: hnguhngmehughuy
prowl: hnguhngmehmuy
prudence: uv
Prussian: tmuzmuz
psalm: hnguhnggheymez
psychoanalysis: hnguhngsuzsehgheygheysuzvum
psychoanalytic: hnguhngsuzsehgheygheysuzvum
psychopath: hnguhngsuzsehhnguhngnguv
psychotherapy: hnguhngsuzsehnguvughgheysuz
psychotic: hnguhngsuzsehnguvngugh
puberty: hnguhngwumuhsuz
publicist: hnguhngwumvumvumnguv
puffy: hnguhnguzsuz
pulmonary: hnguhngmuymehgheysuz
pulpit: hnguhngmuyvum
pulsar: hnguhngmuyghey
pun: gwum
puncture: hnguhngzeynguvuh
pungent: hnguhngzeyughnguv
purify: hnguhnguhuz
puritan: zez
purr: hnguhnguh
pursuant: hnguhnguhuzey
pushup: hnguhnguyu
pussy: thev
putter: hnguhngnguvugh
quack: huzngugh
quad: huzgheh
quadruple: huzghehumuy
quail: huzvum
Quaker: us
qualifier: huzmuyuzugh
quarantine: huzuhzeyvumugh
quart: huzuh
queasy: huzgheysuz
quell: huzmuy
quicken: huzngughugh
quintessential: huzzeyughuyzeyvummuy
quip: suz
quirk: huzuh
quirky: huzuhsuz
Quran: ngevngev
raccoon: uhngughmehzey
radial: uhghehghey
radiance: uhghehgheyngugh
radiator: uhghehgheymeh
radish: uhghehuy
rafter: wung
raincoat: uhvumngughghey
rainwater: uhvumghusnguvuh
rambling: uhmezmuyzey
ramification: uhmezuzngughnguvmeh
rampage: uhmezgheyugh
randomize: uhzeymehvumugh
rant: zuh
rapport: uhhnguhngmehnguv
rarity: uhuhnguv
rasp: gsuh
ratchet: uhnguvsehnguv
ratification: uhnguvuzngughnguvmeh
rationality: bheng
rationalize: uhnguvmehgheyvumugh
raucous: uhumehuy
ravine: uhksumzey
reactionary: uhgheynguvmehgheysuz
reactive: sev
readership: uhgheyughuyvum
real-time: uhgheymuy
realtor: uhgheynguvuh
ream: zew
reassert: ghehng
reassess: uhgheyuyuy
rebellious: uhwummuyvumu
rebirth: uhwumuhseh
reborn: uhwumuh
rebuff: uhwumuz
rebuke: uhwummeh
recap: uhngughhnguhng
recharge: ehng
reciprocate: uhngughhnguhngmehgheyugh
reciprocity: uhngughhnguhngmehvumsuz
recital: uhngughnguvmuy
reckoning: uhngughmehvumey
recline: uhngughvumugh
recoil: uhngughvum
reconnaissance: uhngughzeygheyuygheyngugh
reconnect: uhngughzeyughnguv
reconstitute: uhngughzeynguvnguvnguv
recoup: uhngughu
recourse: uhngughuuy
recruiter: uhngughunguvuh
rectify: uhngughvumsuz
rector: uhngughmeh
recuperate: uhngughhnguhnguhnguv
redden: uhghehugh
redevelopment: uhghehksummuyhnguhngughnguv
redhead: uhghehughgheh
redirect: uhghehuhngugh
rediscover: uhghehuymehugh
redistribution: uhghehuyuhwumnguvmeh
redo: uhgheh
redress: uhghehughuy
redwood: uhghehmehgheh
reek: muw
reenter: uhughnguvuh
reevaluate: uhughgheyunguv
reexamine: uhughgheyvumugh
referent: uhuzuhzey
refinance: uhuzzeyzeyugh
reflector: uhuzughnguvuh
reflexive: uhuzughvumugh
refocus: uhuzngughuy
reformation: uhuzuhgheyvumzey
reformist: uhuzuhvumnguv
refreshment: uhuzughsehughnguv
refuel: uhuzugh
refurbish: uhuzuhvumseh
refute: uhuznguv
regal: uheymuy
regenerate: hnguhng
regeneration: uheyzeyuhnguvmeh
registrar: uheyuyuhuh
regrettable: uheyughnguvwumugh
regroup: uheymehhnguhng
regularity: wuhng
rehabilitate: uhsehwummuynguvnguv
reimburse: uhvumwumuhugh
reimbursement: uhvumwumuhughughnguv
reindeer: uhvumghehugh
reintroduce: uhvumnguvmehuugh
rejuvenate: uhhuvksumzeynguv
rekindle: uhmehzeymuy
relapse: uhmuyhnguhngugh
relativity: uhmuynguvksumnguv
reliant: uhmuygheynguv
reliever: uhmuyughugh
remand: uhmezzey
remediation: uhmezghehgheyvumzey
remembrance: uhmezmezuhzeyugh
reminisce: uhmezzeyuyugh
remission: uhmezuyvumzey
removable: uhmezksumwumugh
renal: ez
rendezvous: uhzeyughksumu
rendition: uhzeyvumvumzey
renegade: uhzeyeygheh
renounce: uhzeyungugh
reorganization: uhmeheyzeyuvnguvmeh
reorganize: uhmeheyzeyuv
reparation: uhhnguhnguhnguvmeh
repayment: uhhnguhngsuzughnguv
repel: uhhnguhngmuy
repellent: uhhnguhngmuyughnguv
repercussion: uhhnguhnguhuuymeh
repertory: uhhnguhnguhmehsuz
replenish: uhhnguhngughvumseh
replete: uhhnguhngughugh
replication: uhhnguhngvumgheyvumzey
repository: uhhnguhnguynguvuh
repressive: uhhnguhngughuyksum
reprimand: uhhnguhngvumgheygheh
reproach: uhhnguhngmehngugh
repudiate: uhhnguhngghehgheyugh
reputable: uhhnguhngnguvwumugh
repute: suh
requisite: mez
reread: uhuhghey
rerun: uhuhzey
reschedule: uhuysehghehmuy
rescuer: uhuyuuh
reservist: uhuyuhvumnguv
reset: uhuynguv
resin: uhuyzey
resolute: uhuymuynguv
resonant: uhuyzeyzey
resound: uhuyugheh
respite: uhuyvumugh
restart: uhuygheynguv
restroom: uhuyuhmeh
resultant: uhuymuygheynguv
resurface: uhuyuhgheyugh
resurgence: uhuyuhughngugh
retainer: uhnguvvumugh
retaliate: uhnguvmuygheyugh
retardation: uhnguvuhgheyvumzey
retell: uhnguvmuy
retina: uhnguvzey
retrace: uhnguvgheyugh
retract: uhnguvgheynguv
retrain: uhnguvgheyzey
retribution: uhnguvvumuvumzey
retrieval: uhnguvvumksummuy
retro: hngehng
retrofit: uhnguvmehvum
reunification: uhuvumvumgheyvumzey
reuse: uhuugh
revamp: uhksummez
revel: uhksummuy
reverberate: uhksumuhughgheyugh
reverence: ew
reverie: uhksumuhugh
revisionist: uhksumuymehvumnguv
revitalize: uhksumnguvmuyuv
revoke: uhksummeh
revolutionize: uhksummuynguvmehvumugh
revolver: uhksummuyugh
rework: uhghusuh
rhino: uhvummeh
rickety: uhngughughsuz
rife: hngus
riff: e
right-hand: uheynguvsehzey
rigor: uheyuh
rind: ngem
rink: gheng
ripen: uhhnguhngzey
riverbank: uhksumuhgheymeh
RNA: engzeng
roadblock: uhgheywummehmeh
roadway: mev
robin: uhwumzey
rodeo: uhghehmeh
roil: uhvum
romp: dwuh
roomy: uhmehsuz
roost: uhmehnguv
rooster: uhmehnguvuh
rosary: uhuyuh
rosy: yuy
rotary: uhnguvuh
rotor: uhnguvuh
roundabout: uhughehwumu
roundtable: uhughehgheymuy
roundup: uhughehhnguhng
router: uhuugh
rowdy: uhghussuz
ruble: uhwumugh
rubric: uhwumvum
rudder: uhghehugh
rudimentary: uhghehmezzeygheysuz
rue: ghuh
rummage: uhmezgheyugh
rumple: hngey
runner-up: uhzeyughsungsung
run-up: uhzeyu
rye: uhugh
sabbath: uywumgheyseh
saber: uywumuh
Sabine: yengwumzey
sadden: uyghehugh
sadistic: uyghehuyvum
safari: uyuzuh
sailboat: uyvumwumghey
salesperson: uymuyuyughuyzey
saline: uymuyzey
saliva: uymuyksum
sanctity: uyzeynguvnguv
sandstone: uyzeyuymehugh
sanitary: vung
sanitation: uyzeynguvnguvmeh
sarcasm: uyuhgheymez
sash: uyuy
satire: uynguvuh
saturation: uynguvuhnguvmeh
saucer: uyuugh
sauna: uyughey
saunter: uyunguvuh
saute: uyuugh
saver: uyksumuh
savory: yeng
sawdust: uyghusunguv
Saxon: yengghew
saxophone: uyghem
scaffolding: uygheyuzmuyvumey
scallion: uygheymuymeh
scallop: uygheymuyhnguhng
scalpel: uygheyhnguhngmuy
scamper: uygheyhnguhnguh
scandalous: uygheyghehmuyu
Scandinavian: yenggheyghehzeyksumghey
scapegoat: uygheyughmehnguv
scathing: uygheysehzey
schema: mugh
schematic: uysehmeznguvngugh
schizophrenia: uysehuvhnguhnguhzeyghey
schizophrenic: uysehuvhnguhnguhzeyngugh
scholastic: dmus
schoolboy: uysehmehwumsuz
schoolchild: uysehmehngughvumgheh
schoolgirl: uysehmeheyuh
schoolteacher: uysehmehnguvgheysehuh
sclerosis: uymuyuhuyuy
scoff: uymehuz
scoot: uymehnguv
scooter: uymehnguvuh
scorpion: uymehhnguhngmeh
scourge: uymehuhugh
scrapbook: uyuhhnguhngmehmeh
scrawl: uyuhghus
screwdriver: uyuhghusuhksumuh
scribe: dmus
scrupulous: suz
scuba: uyughey
scuff: uyuuz
sculptural: uyuhnguhngughey
scum: ey
scuttle: hnguz
seaman: uygheyghey
seaside: uygheyvumugh
seaweed: uygheyughgheh
secession: uyngughuyvumzey
seclude: uyngughuugh
second-guess: uyngughzeyzughzugh
secretariat: uyngughughgheyvumnguv
secrete: uyngughughugh
secretion: uyngughughvumzey
secretive: uyngughughvumugh
sedate: uyghehnguv
sedative: uyghehnguvksum
sedentary: uyghehzeygheysuz
seduction: uyghehngughvumzey
seedling: uyughmuyzey
seethe: uyughseh
seismic: uyvummezngugh
self-contained: uymuyvem
self-control: uymuyves
self-employed: uymuymeng
self-image: uymuyzeng'ze
self-interest: uymuyvuhvuh
self-portrait: uymuyngey
self-respect: uymuysus
self-serving: uymuyevwev
self-sufficiency: uymuyuz
self-sufficient: uymuyuyuh
semblance: uymezmuyzeyugh
seminal: uymezzeymuy
seniority: uyzeymehvumsuz
sensuous: uyzeyuu
sentinel: uyzeyvumugh
sentry: uyzeyuh
separatist: uyhnguhnguhnguvuy
septic: uyhnguhngvum
sequin: uyhuzzey
serenity: uyuhzeynguv
serpent: uyuhughnguv
serviceman: uyuhvumughghey
sesame: uyuymez
sexism: uyvez
sexist: hnguhng
shackle: uygheymehugh
shaggy: uygheyey
shaker: uygheyugh
shale: uygheyugh
shallot: uygheymuynguv
sham: muw
shaman: veng
shamble: uygheywumugh
shank: uygheymeh
shard: uygheygheh
shawl: uygheymuy
sheath: uyughnguv
sheen: uyughzey
sheepish: uyughhnguhnguy
shellfish: uyughmuyvumseh
shelve: uyughksum
shin: mus
shingle: uyvumeyugh
shipwreck: uyvumghusughmeh
shipyard: uyvumsuzuh
shootout: uymehnguvu
shopkeeper: uymehmehughugh
shoplift: uymehmuyuz
shortcut: uymehnguvu
shorthand: uymehnguvgheygheh
shortsighted: uymehnguvvumsehugh
shortstop: uymehnguvnguvhnguhng
showroom: uymehuhmeh
shrapnel: uyuhhnguhngugh
shrill: uyuhmuy
shutdown: uyughehghus
sidestep: uyghehuyugh
sigma: uyeyghey
silicone: uymuyngughzey
silky: uymuysuz
sill: uymuy
silt: uymuy
silvery: uymuyughsuz
simplistic: uymezmuyuyvum
simulator: uymezmuynguvuh
sincerity: eng
single-handed: uyzeymuyghughghugh
singularity: uyzeyugheyvumsuz
sinner: uyzeyugh
siphon: uyhnguhngmeh
sire: uyuh
sister-in-law: uyuyughzuh
skateboard: uygheyughmehuh
skater: uygheyugh
skeletal: uyughughghey
sketchy: uyughngughsuz
skewer: uyughugh
skipper: uyvumhnguhnguh
skirmish: uyvummezuy
skunk: uyumeh
skylight: uysuzvumseh
skyrocket: uysuzmehmehnguv
skyscraper: uysuzngughgheyugh
slacks: uygheymeh
slalom: uygheymeh
slander: yev
slang: uygheyey
sleazy: uyughuv
sleeper: uyughhnguhnguh
slew: uyugh
slime: uyvumugh
slimy: uyvumsuz
slither: uyvumsehuh
sliver: uyvumugh
slog: uymeh
slouch: uymehngugh
slowdown: uymehghehghus
sludge: uyuey
slumber: uyuwumuh
slur: uyu
smallpox: uygheymuymeh
small-scale: uygheymuyuygheyugh
small-town: uygheymuynguvghus
smelly: uyughmuy
smite: uyvumugh
smog: uymeh
smolder: uymehghehuh
smudge: uyuey
smuggler: uyueyugh
snapper: uygheyhnguhnguh
snare: uygheyugh
sneaky: uyughmeh
sneeze: uyughuv
snicker: uyvummehuh
snip: ngey
snob: muz
snoop: uymehhnguhng
snout: uymehnguv
snowball: uymehwummuy
snowboard: uymehwumgheygheh
snowfall: uymehuzmuy
snowflake: uymehuzgheyugh
snowmobile: uymehmezwummuy
snowshoe: uymehuymeh
snowstorm: uymehuymehmez
snub: uyu
snuff: uyuuz
snuggle: uyueyugh
sociocultural: uyngughmehunguvuhmuy
sociopolitical: uyngughmehmehvumvumghey
soft-spoken: uyuzhngusus
soggy: uyeysuz
solace: uymuyngugh
solidify: uymuyghehuz
soloist: uymuyvumnguv
somatic: uymeznguvngugh
songwriter: uyzeyghusvumugh
sonic: egh
son-in-law: uyzeyvumsung
sonnet: uyzeyugh
sonny: uyzeysuz
soot: uymeh
sordid: uyuhvum
southerner: uyusehuhugh
spaceship: uygheyughsehhnguhng
space-time: uygheyughnguvmez
spam: uyghey
Spaniard: yenggheyvumuh
spank: uygheymeh
spar: uyghey
sparrow: uygheyuhghus
spartan: uygheynguvzey
spasm: uygheymez
spate: uygheyugh
spatter: uygheynguvuh
spatula: uygheyughey
spearhead: uyughuhughgheh
spec: uyugh
specialization: uyughvummuyuvnguvmeh
specificity: uyughvumvumvumsuz
speck: uyughmeh
speckle: uyughmehugh
spectral: uyughnguvghey
speculator: uyughugheymeh
speedway: uyughghehghey
spew: uyugh
spherical: mugh
spinner: uyvumzeyuh
spinoff: uyvummehuz
spire: uyvumugh
splatter: uymuynguvugh
splendor: uymuyzeymeh
spontaneity: uymehnguvzeyvumsuz
spook: uymehmeh
spooky: uymehmeh
spool: uymehmuy
spore: uymehugh
sportsman: uymehnguvmezzey
spout: uymehnguv
sprain: uyuhvum
spreadsheet: uyuhgheyuyughnguv
spree: uyuhugh
sprinkler: uyuhzeymuyuh
